Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
17/04/2010,108.70(N.S.),N.S.(N.S.),109.47(115.41),N.S.(N.S.),,80.55(90.86),62.25(83.58),66.91(84.38),60.01(76.47)
10/04/2010,76.93(N.S.),82.25(98.98),117.50(110.53),N.S.(N.S.),,81.90(N.S.),61.77(79.04),66.17(81.58),N.S.(73.77)
03/04/2010,69.52(83.11),66.59(N.S.),76.87(105.29),N.S.(N.S.),,N.S.(90.28),62.81(74.70),65.89(77.62),63.21(71.61)
27/03/2010,N.S.(N.S.),N.S.(74.71),N.S.(86.52),N.S.(N.S.),,80.54(86.69),63.41(71.49),66.28(74.15),62.82(68.16)
20/03/2010,N.S.(79.41),N.S.(N.S.),N.S.(73.40),N.S.(N.S.),,77.08(84.47),64.59(69.25),65.62(73.20),59.61(68.68)
13/03/2010,77.35(N.S.),73.71(N.S.),75.20(N.S.),N.S.(N.S.),,75.85(87.09),65.53(70.35),65.11(65.26),62.93(68.04)
06/03/2010,85.89(80.34),75.65(71.10),77.93(71.73),N.S.(N.S.),,76.46(84.24),66.18(82.48),66.54(73.67),60.42(69.06)
27/02/2010,97.15(81.40),82.20(74.37),81.86(71.29),N.S.(N.S.),,78.52(84.21),68.97(70.01),65.83(71.90),66.11(68.95)
20/02/2010,101.73(84.96),86.83(75.21),87.40(75.10),N.S.(N.S.),,78.59(84.25),70.74(70.10),68.10(70.82),69.72(66.39)
13/02/2010,107.88(88.44),87.33(79.94),87.43(78.25),N.S.(N.S.),,79.31(84.57),71.77(70.14),69.99(71.24),68.41(65.14)
06/02/2010,107.33(89.04),89.44(83.21),90.31(N.S.),N.S.(N.S.),,80.25(83.79),71.12(67.66),70.81(72.27),65.15(67.40)
30/01/2010,113.04(91.38),N.S.(N.S.),94.52(79.27),N.S.(N.S.),,80.21(79.94),72.03(69.64),71.52(72.19),62.84(69.39)
23/01/2010,108.55 (94.11),91.35 (85.69),94.60 (N.S.),N.S.(N.S.),,81.10 (79.90),71.12 (N.S.),71.49 (71.17),63.74 (69.14)
16/01/2010,N.S.( 95.94),94.06 (87.63),96.50 (80.58),N.S.(N.S.),,83.00 (81.13),72.96 (69.64),71.70 (71.16),66.08 (69.51)
09/01/2010,111.53 (97.55),97.72 (87.46),101.20 (82.72),N.S.(N.S.),,81.28 (82.25),72.70 (67.26),73.28 (69.84),66.74 (67.39)
02/01/2010,117.54 (98.17),103.07 (N.S),105.34 (N.S),N.S.(N.S.),,80.09 (79.70),No Sale,73.64 (N.S.),70.24 (65.55)
