Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
05/09/2015,165.47(151.73),149.82(140.92),120.68(123.22),103.44(NS),,91.47(96.22),65.05(66.79),71.95(71.43),54.72(49.11)
29/08/2015,168.49(155.34),152.24(145.57),119.17(121.53),90.28(92.99),,NS(94.47),64.38(63.04),71.58(68.27),52.17(52.42)
22/08/2015,170.35(157.06),152.27(146.97),120.75(124.24),100.84(102.39),,91.13(93.65),64.39(62.70),71.34(70.40),54.57(50.19)
15/08/2015,166.07(161.16),151.38(151.07),123.26(127.60),100.64(103.25),,90.11(95.41),64.18(62.54),70.27(69.18),58.30(50.73)
08/08/2015,163.72(164.98),151.02(152.83),127.01(129.44),NS(105.93),,86.66(92.25),64.57(63.93),70.21(69.77),56.71(53.22)
01/08/2015,169.45(169.05),152.64(158.58),126.78(132.00),NS(120.00),,86.06(97.51),64.68(66.39),71.21(70.51),55.26(55.80)
25/07/2015,169.12(176.66),156.88(162.34),128.52(134.38),NS(114.73),,85.56(98.73),65.28(65.60),69.54(72.59),58.19(57.05)
18/07/2015,169.33(181.20),150.99(165.71),126.49(138.57),NS(106.06),,87.72(95.80),65.03(66.66),73.46(73.92),58.21(56.97)
11/07/2015,163.85(189.38),155.18(174.07),124.03(144.10),NS(114.19),,87.62(96.80),67.88(74.71),72.88(80.55),59.77(55.22)
04/07/2015,155.47(186.10),153.59(174.18),126.32(148.11),NS(117.47),,87.90(94.77),68.27(73.04),72.40(76.15),60.85(57.62)
27/06/2015,163.57(182.85),153.20(177.33),127.75(154.91),NS(NS),,86.42(94.54),67.80(76.27),72.92(80.66),58.85(57.97)
20/06/2015,161.95(174.66),151.84(176.29),130.38(158.51),NS(124.43),,86.80(92.98),65.29(76.38),71.98(78.74),56.72(59.46)
13/06/2015,153.25(166.56),150.97(171.58),130.51(151.22),NS(NS),,87.56(92.13),63.10(75.26),69.07(82.77),52.76(58.71)
06/06/2015,153.48(162.49),149.26(163.45),133.00(143.90),NS(NS),,88.88(94.48),62.74(76.43),70.48(85.56),52.14(60.00)
30/05/2015,157.29(160.14),143.73(163.76),135.62(137.38),NS(NS),,91.02(99.06),61.78(78.29),69.99(86.53),55.11(61.77)
23/05/2015,145.07(161.60),145.40(160.93),136.30(140.85),NS(NS),,91.01(103.20),64.89(80.89),70.93(88.36),55.83(61.53)
16/05/2015,153.55(164.01),143.06(158.48),129.71(138.38),NS(NS),,90.86(107.17),68.19(79.62),73.59(91.43),56.37(62.40)
09/05/2015,148.11(161.06),148.38(165.04),130.77(140.12),NS(NS),,92.88(108.17),71.37(82.38),78.31(92.06),57.96(63.31)
02/05/2015,154.19(167.02),147.73(166.38),133.22(146.69),NS(NS),,94.76(111.32),73.41(80.67),77.54(88.58),55.19(60.93)
25/04/2015,164.50(167.68),120.68(159.54),139.30(145.80),NS(NS),,97.71(107.64),75.44(77.30),78.49(85.30),55.87(65.11)
18/04/2015,110.39(133.67),156.83(140.78),140.50(150.21),NS(NS),,100.84(NS),77.26(72.27),77.49(81.85),59.21(66.56)
11/04/2015,108.09(162.95),138.15(164.36),137.20(149.73),NS(NS),,100.11(108.60),76.49(72.68),79.21(82.75),60.17(65.13)
04/04/2015,NS(113.96),91.70(131.47),122.70(148.92),NS(NS),,NS(109.34),77.58(72.24),80.03(82.89),61.85(64.64)
28/03/2015,84.97(102.38),NS(91.43),125.35(95.63),NS(NS),,97.94(109.19),78.30(73.59),80.36(84.07),59.12(67.56)
21/03/2015,NS(NS),NS(NS),78.45 (NS),NS(NS),,94.63(107.35),78.68(76.32),79.40(83.51),65.30(70.72)
14/03/2015,91.99 (NS),104.98 (NS),77.08 (NS),NS(NS),,95.85 (106.92),77.67 (80.85),79.32 (85.76),66.16 (70.64)
07/03/2015,86.73(109.66),100.93(109.59),NS(95.07),NS(NS),,95.77(107.63),79.32(82.25),80.54(82.79),65.12(75.49)
28/02/2015,96.04(NS),104.08(NS),82.23(NS),NS(NS),,98.60(108.24),78.55(82.84),80.90(91.12),63.62(74.76)
21/02/2015,110.66(114.99),102.71(115.12),88.67(95.60),NS(NS),,99.69(111.42),78.97(83.28),80.03(91.78),63.18(71.98)
14/02/2015,121.37(116.41),101.16(110.58),97.64(98.58),NS(NS),,99.95(111.91),78.95(85.79),80.87(89.69),60.67(73.82)
07/02/2015,123.81(119.04),100.35(105.08),102.42(105.34),NS(NS),,96.13(109.64),80.16(84.79),81.69(90.46),58.71(74.49)
31/01/2015,131.11(120.33),105.44(107.47),111.55(106.67),NS(NS),,96.43(109.07),78.93(84.47),81.06(92.61),56.67(74.80)
24/01/2015,135.29(125.62),108.54(107.83),119.21(110.77),NS(NS),,94.95(106.80),78.38(82.79),80.16(90.20),56.12(79.43)
17/01/2015,143.80(129.64),122.39(107.87),123.11(113.71),NS(NS),,97.20(112.07),77.25(82.15),78.72(88.96),52.94(82.59)
10/01/2015,144.55(136.13),113.50(113.20),122.51(118.12),NS(NS),,96.74(110.29),72.14(78.45),78.43(84.12),51.03(73.58)
03/01/2015,147.87(145.31),119.08(116.88),121.55(122.44),NS(NS),,99.48(100.85),71.27(76.76),76.15(82.52),50.09(69.68)
