Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
01/08/2015,185.04(182.03),153.82(158.66),126.79(132.00),NS(120.00),,91.33(98.78),65.78(66.71),72.28(70.51),55.26(55.80)
25/07/2015,188.24(189.71),158.17(162.38),128.53(134.38),NS(114.73),,90.11(99.43),66.39(66.11),70.56(72.55),58.19(57.05)
18/07/2015,187.30(194.77),151.78(165.70),126.49(138.57),NS(106.06),,93.85(96.86),66.25(67.04),73.84(74.09),58.21(56.97)
11/07/2015,175.88(202.58),155.38(174.09),124.03(144.10),NS(114.19),,91.99(98.38),69.12(74.90),73.98(80.55),59.77(55.22)
04/07/2015,176.00(201.42),154.13(174.21),126.33(148.11),NS(117.47),,92.09(96.58),69.30(73.44),72.91(76.31),60.85(57.62)
27/06/2015,182.95(196.17),153.65(177.25),127.76(154.91),NS(NS),,91.44(96.42),68.82(76.66),73.03(80.66),58.85(57.97)
20/06/2015,176.61(180.30),154.13(174.21),130.40(158.51),NS(124.43),,91.46(95.05),66.38(76.80),72.01(78.77),56.72(59.46)
13/06/2015,168.20(170.82),151.38(171.56),130.52(151.22),NS(NS),,92.73(94.66),64.05(75.68),69.16(82.77),52.76(58.71)
06/06/2015,164.97(167.12),149.28(163.40),133.00(143.90),NS(NS),,93.58(96.19),63.90(76.90),70.70(85.59),52.14(60.00)
30/05/2015,168.90(166.37),144.55(163.52),135.62(137.38),NS(NS),,95.78(100.74),63.04(78.57),70.54(86.53),55.11(61.77)
23/05/2015,159.95(167.64),145.98(160.86),136.32(140.85),NS(NS),,94.74(104.64),66.01(81.24),71.39(88.34),55.83(61.53)
16/05/2015,171.11(174.58),143.62(158.44),129.71(138.38),NS(NS),,94.59(108.52),69.31(80.07),73.60(91.44),56.37(62.40)
09/05/2015,164.59(173.37),149.15(164.90),130.77(140.12),NS(NS),,96.47(109.55),72.33(82.72),78.41(92.07),57.96(63.31)
02/05/2015,163.28(179.27),148.46(166.36),133.22(146.69),NS(NS),,97.86(112.87),74.38(81.28),77.80(88.60),55.19(60.93)
25/04/2015,175.14(175.80),121.14(159.79),139.30(145.80),NS(NS),,101.11(109.37),76.58(78.17),78.71(85.31),55.87(65.11)
18/04/2015,115.72(140.88),157.02(141.13),140.50(150.21),NS(NS),,102.84(NS),77.90(73.32),77.82(81.70),59.21(66.56)
11/04/2015,109.22(163.20),138.56(164.11),137.20(149.73),NS(NS),,102.91(109.96),77.73(73.44),79.26(82.73),60.17(65.13)
04/04/2015,NS(121.38),91.65(132.04),122.70(148.92),NS(NS),,NS(110.58),78.46(73.07),80.07(82.89),61.85(64.64)
28/03/2015,85.53(113.34),NS(91.12),125.35(95.61),NS(NS),,100.60(110.56),79.01(74.59),80.45(84.11),59.12(67.56)
21/03/2015,NS(NS),NS(NS),78.45(NS),NS(NS),,97.43(108.17),79.54(77.10),79.56(83.52),65.30(70.72)
14/03/2015,94.69 (NS),104.98 (NS),77.08 (NS),NS(NS),,98.76 (108.24),78.34 (81.50),79.38 (85.75),66.16 (70.64)
07/03/2015,86.73(112.86),109.92(109.50),NS(95.07),NS(NS),,98.44(108.92),79.91(82.90),80.69(87.80),65.12(75.49)
28/02/2015,96.04(NS),104.10(NS),82.23(NS),NS(NS),,101.85(108.81),79.05(83.28),80.76(91.05),63.62(74.76)
21/02/2015,111.80(115.00),102.70(115.07),88.67(95.62),NS(NS),,102.41(111.82),79.25(83.88),80.05(91.78),63.18(71.98)
14/02/2015,122.72(116.50),101.12(110.58),97.64(98.58),NS(NS),,103.51(112.37),79.29(86.16),80.83(89.72),60.67(73.82)
07/02/2015,125.09(120.69),100.35(105.05),102.42(105.34),NS(NS),,99.81(110.09),80.55(85.22),81.73(90.45),58.71(74.49)
31/01/2015,132.84(120.14),105.45(107.46),111.55(106.67),NS(NS),,99.69(109.32),79.35(84.88),81.07(92.59),56.67(74.80)
24/01/2015,136.57(125.37),108.62(107.90),119.21(110.77),NS(NS),,99.08(108.42),78.78(83.13),80.23(90.19),56.12(79.43)
17/01/2015,144.22(130.64),122.68(107.93),123.11(113.71),NS(NS),,100.05(112.38),77.81(82.51),78.66(88.95),52.94(82.59)
10/01/2015,146.27(136.34),113.60(113.41),122.51(118.14),NS(NS),,99.65(112.05),72.71(79.35),78.36(84.19),51.03(73.58)
03/01/2015,151.02(145.28),119.22(116.98),121.55(122.45),NS(NS),,102.77(102.22),71.83(77.45),76.45(82.55),50.09(69.68)
